sample_name	group	UMAP-1	UMAP-2
BS-082D0	3	0.6873533024507408	-1.7272791581995346
BS-364D0	3	1.1582299961763267	-2.0611414628870346
KT-193D0	1	-0.057344745187198676	0.5343900007360123
KT-247D0	2	-1.5421026454252358	1.658110169803395
KT-313D0	1	1.0904332890230064	0.42868473950554353
KT-347D0	2	-2.031184505013859	0.7925887388341568
KT-412D0	1	-0.7549260363859291	0.09498646680046541
KT-417D0	3	1.603590179892147	-0.5815071779138901
KT-445D0	3	1.0417901768403892	-0.2499718385584213
KT-522D0	2	-1.3516104922575112	1.4556288999669693
KT-525D0	2	-0.9707620845121498	1.3081774992101334
KT-537D0	1	0.4636480107026939	1.1011872572057388
KT-538D0	3	1.382070232840145	-0.14999243792365569
KT-539D0	3	0.6436840786653404	-2.3894657808191635
KT-565D0	1	0.10600822112139507	0.26123478833366853
KT-663D0	3	1.3537737621980552	-0.6993040758020737
KT-695D0	3	0.7758943333345298	-2.040109129513011
KT-705D0	3	1.132316757650936	-1.4165434556848862
KT-723D0	1	-0.406546424416935	0.6734175962560318
JV-015-RAN-IC-M2	1	-0.4380391345304604	1.3902116102330826
BS-007-RAN-01-M3	2	-1.3367651210111733	0.643116502200856
BS-007-RAN-02-M3	3	0.2790467037874107	-2.2545332628137924
KT-004-SOC-16-M1	2	-1.0923665271085854	0.02120736066032869
BS-135-RAN-IC-M3	2	-1.5996659503263588	1.0294366163365982
JV-070-DAV-07-M3	1	0.0772644772249107	1.292938737308278
JV-036-SOC-10-M2	2	-1.2354496226591225	1.0743994993322037
BS-126-RAT-05-M2	1	-0.21741611817303852	0.9522557539098404
JV-070-DAV-04-M1	2	-1.7805374369901772	0.9349246305577896
BS-356-RAN-03-M4	3	1.0488459362703209	-0.9985165315515854
BS-391-RAN-06-M2	1	-0.5410555110258217	-0.06783721026252287
JV-061-MIN-03-M5	1	0.5896326794343834	0.3402829450719498
JV-070-MIN-01-M1	3	0.8107144131379966	-1.4082989412195541
KT-004-SOC-14-M1	1	0.396216083975399	0.6919856351964615
JV-089-SOC-04-M1	3	0.7152597202974205	-0.6346649843103744
