sample_name	group	tsne1	tsne2
BS-082D10	2	-91.70320151751062	-101.79065933308739
BS-364D10	1	92.3950116001988	68.37090717465031
KT-193D10	1	50.95969453744861	-49.16574153539617
KT-247D10	1	68.85796926344483	5.374777552667852
KT-312D10	1	91.65887671008738	-81.60559570585053
KT-313D10	2	-123.43473342293865	7.418441609541795
KT-347D10	2	-75.82823791791294	55.20633858048185
KT-412D10	2	-39.85768593889795	-3.9457309652292425
KT-417D10	1	17.35088436577941	124.66810224421755
KT-445D10	2	-15.898017518243698	-16.768763966526894
KT-522D10	2	-98.80258180341579	-126.47326794709385
KT-525D10	1	71.43109805094511	-33.03228097528014
KT-537D10	2	-28.068128631608253	27.363470991735035
KT-538D10	2	2.534811176160154	-87.3992983069332
KT-539D10	1	-11.269283338130652	127.65993076616137
KT-565D10	1	114.58062429244485	32.18055359397771
KT-663D10	1	46.18818776538535	-79.31014521742891
KT-695D10	2	-69.58320384514403	83.14651952593721
KT-705D10	1	74.16738440513548	33.508232266696915
KT-723D10	2	-75.67946823322742	14.594209646758763
