sample_name	group	UMAP-1	UMAP-2
JV-015-RAN-IC-M2	3	-17.04624581336975	11.130446934700013
BS-007-RAN-01-M3	3	-16.891138315200806	9.726647877693177
BS-007-RAN-02-M3	3	-15.759201288223267	11.248050236701966
KT-004-SOC-16-M1	3	-16.81973671913147	9.9387841463089
BS-135-RAN-IC-M3	3	-16.013046503067017	10.942591214179993
JV-070-DAV-07-M3	3	-16.797647714614868	11.430105710029602
BS-129-RAT-10-M5	3	-16.53295350074768	11.252335095405579
JV-036-SOC-10-M2	3	-16.4312002658844	9.654050374031067
BS-126-RAT-05-M2	3	-17.365740060806274	10.955500149726868
JV-017-RAN-10-M3	3	-16.31294083595276	11.159357571601868
JV-070-DAV-04-M1	3	-17.530893564224243	10.757340931892395
BS-356-RAN-03-M4	3	-16.66761040687561	10.472273373603821
JV-090-MIN-IC-M4	3	-15.924928903579712	10.666823887825013
BS-391-RAN-06-M2	3	-16.280678033828735	10.115380787849427
JV-061-MIN-03-M5	3	-17.257265329360962	10.34138252735138
JV-070-MIN-01-M1	3	-16.617090463638306	10.262808346748352
KT-004-SOC-14-M1	3	-16.838279962539673	10.607334637641907
JV-089-SOC-04-M1	3	-17.222553491592407	10.654603505134583
BS-472-RAT-01-M1	3	-16.101385354995728	10.006770634651184
BS-172-RAT-10-M3	3	-16.083494424819946	11.399462246894837
BS-082D0	1	16.757500410079956	-10.313432192802429
BS-364D0	1	17.206841230392456	-11.22243926525116
KT-313D0	1	16.74075961112976	-11.317856287956237
KT-412D0	1	17.639230489730835	-10.769845461845398
KT-445D0	1	17.37572741508484	-10.498466944694519
KT-537D0	1	16.92922854423523	-10.771241641044616
KT-538D0	1	16.579705953598022	-10.000977492332458
KT-539D0	1	17.528321981430054	-10.134828066825866
KT-663D0	1	17.730499029159546	-10.446593260765075
KT-695D0	1	17.123589277267456	-10.126707053184509
KT-723D0	1	17.29489302635193	-10.886032557487487
KT-193D0	2	15.726240873336792	-10.32173249721527
KT-247D0	2	15.624690771102905	-10.842243647575378
KT-312D0	2	15.685029745101929	-11.298907732963562
KT-347D0	2	16.453962087631226	-10.699607348442077
KT-417D0	2	15.93207335472107	-10.486248469352722
KT-522D0	2	15.897804975509644	-10.957446551322937
KT-525D0	2	15.862284421920776	-10.626861071586609
KT-565D0	2	16.208621740341187	-10.829262232780456
KT-705D0	2	16.197026014328003	-10.171320414543152
