sample_name	group	tsne1	tsne2
BS-064D0	1	-27.714250420572892	-46.23594598373463
BS-035D0	1	-20.737493760313374	-72.94641464028949
JV-048D0	1	-21.31542479119613	8.989213882313022
KT-515D0	2	-15.541369106172224	21.364863608320178
KT-926D0	2	-19.261467652208914	14.610796310083789
JV-148D0	2	18.545089858796704	68.50784796202959
JV-157D0	1	9.387971367777494	-36.120365070277344
KT-193D0	1	7.028571612721894	-30.327306518620276
KT-247D0	1	-23.30577461782145	-82.08230693987888
KT-310D0	1	7.004737831605431	-20.762770775513737
KT-347D0	1	-27.045536450006114	-64.10785982439177
KT-352D0	1	-31.222884707078222	-58.07564348484807
KT-417D0	2	-24.477661405882163	23.442231835029844
KT-434D0	2	-21.57917395012957	17.789547958913115
KT-522D0	1	-19.792116075907206	-80.93924225629183
KT-525D0	1	-14.481821943541926	-48.423333064775974
KT-565D0	1	5.736111113032785	-26.497417415131526
KT-612D0	2	5.134388669152275	50.933643317681486
KT-705D0	2	19.483873108230092	58.97026441226579
KT-718D0	2	29.490815876227327	62.56677445595747
BS-082D0	2	26.94684733717471	56.13745967025346
BS-336D0	2	3.7195999125703567	21.396817066381082
BS-346D0	2	28.781922833001463	70.46925997144365
BS-351D0	2	9.838067740219824	54.523027292407164
BS-364D0	2	41.629919024371205	58.096271268082816
BS-377D0	1	-0.46132992437235537	-24.845114869801726
JV-138D0	1	-19.472103183516705	2.9508892983074193
KT-313D0	1	-18.070238665762357	-2.0136428457597444
KT-412D0	1	0.38922877076860113	-7.708857164095166
KT-445D0	2	-2.3521480157356893	19.72960627973475
KT-537D0	1	-9.519446733585907	-34.59785863758495
KT-538D0	2	-11.551306486913132	14.211775475127606
KT-539D0	2	56.456807714520345	60.9116153267318
KT-663D0	2	1.891245098403244	46.91174232168787
KT-695D0	2	35.5263418091758	64.42355655653633
KT-716D0	2	33.5700871928361	69.82491631168602
KT-723D0	1	-13.78049972669845	-27.521789669645344
KT-771D0	1	13.045230579894838	-24.525427350623005
KT-805D0	2	1.2774581185852967	23.984205426484447
KT-880D0	2	45.08370446654363	56.79194839501037
KT-974D0	2	25.104463070530546	61.00284968673391
BS-671D0	1	-26.924579279130747	-71.09345696015966
JV-015-RAN-IC-M2	1	-10.815745689308994	-43.801219342324266
BS-007-RAN-01-M3	1	-29.426070296567083	-49.55924353973731
BS-007-RAN-02-M3	2	59.90900670520159	60.1614384874561
KT-004-SOC-16-M1	1	11.938480638078032	-40.88925096453073
BS-135-RAN-IC-M3	1	-24.57454114738987	-59.257358943956696
JV-070-DAV-07-M3	1	-9.29225709080315	-38.577019361677884
JV-036-SOC-10-M2	1	-18.126279437991492	-56.404271556377324
BS-126-RAT-05-M2	1	-17.391359929018236	-32.25679607575305
JV-070-DAV-04-M1	1	-30.43857348275743	-63.808474398202435
BS-356-RAN-03-M4	2	5.00547406071108	55.60711033268952
BS-391-RAN-06-M2	1	-2.0922920115222468	-10.146149219733198
JV-061-MIN-03-M5	1	-13.894932410406634	-17.80093912555153
JV-070-MIN-01-M1	2	24.407717036222948	51.9639787307146
KT-004-SOC-14-M1	1	-10.483996690703973	-24.4291300278152
JV-089-SOC-04-M1	2	8.809513536661047	19.480954387019462
