sample_name	group	UMAP-1	UMAP-2
BS-064D0	2	2.110976051865962	1.2037066897344695
BS-035D0	2	2.4506004567731887	2.1056697970223532
JV-048D0	2	-0.1692449335466355	0.18423033561230762
KT-515D0	1	-0.7560292963396043	0.43023217525006396
KT-926D0	1	-0.5139457468400925	0.08010578956128223
JV-148D0	1	-2.5844504122148484	-0.9521642843294038
JV-157D0	2	1.0645378347028762	1.28414691295148
KT-193D0	2	1.2287214513410598	0.8301071008634673
KT-247D0	2	3.090493988572505	1.6048587044668303
KT-310D0	2	1.0381220098127395	0.5274733385038481
KT-347D0	2	3.027684044419673	2.0048988094520674
KT-352D0	2	2.8212688680280715	2.0736574871432887
KT-417D0	1	-1.2677666429887742	-0.32321535740374463
KT-434D0	1	-0.8274475817094773	-0.09099256191729443
KT-522D0	2	2.9693754430402786	1.3458384355497466
KT-525D0	2	2.4257534261335403	0.9106954416227446
KT-565D0	2	0.7543562169660598	0.3341460308027373
KT-612D0	1	-1.9971305612932175	-1.2110627809572114
KT-705D0	1	-2.4081641916643113	-1.5305014768648042
KT-718D0	1	-2.751099276960942	-1.370818964581479
BS-082D0	1	-2.934857058943364	-1.4501801649141206
BS-336D0	1	-1.554577517927739	-0.29226171169756787
BS-346D0	1	-2.823465991438481	-1.8753601232576265
BS-351D0	1	-2.0459839586626023	-1.496858708004941
BS-364D0	1	-2.443640876234624	-2.278121105771054
BS-377D0	2	0.9341314550031692	-0.034927479367245606
JV-138D0	2	-0.24941175025806128	0.4693929037046538
KT-313D0	2	0.22837288337841333	-0.07347499523638623
KT-412D0	2	0.9001129384626418	1.1442716797781096
KT-445D0	1	-1.5213329080949753	-0.01889716778277295
KT-537D0	2	1.6352203603376418	0.39765203799725635
KT-538D0	1	-0.9104210619340867	-0.06662880573748486
KT-539D0	1	-2.200254607618901	-2.484400860409726
KT-663D0	1	-1.6189424280534714	-1.0729678789186372
KT-695D0	1	-2.776259112776372	-2.2266336599397554
KT-716D0	1	-2.602058577955815	-1.9395967641878022
KT-723D0	2	2.0681179280866653	0.3443945726347075
KT-771D0	2	1.0160129781354934	0.23876763190747363
KT-805D0	1	-1.7211887125383347	-0.328322044949521
KT-880D0	1	-2.461438346327397	-2.0799952665376558
KT-974D0	1	-2.77759711784229	-1.6711665311860933
BS-671D0	2	3.0237434621442825	2.064021761153351
JV-015-RAN-IC-M2	2	2.354911636887935	0.8407603582334624
BS-007-RAN-01-M3	2	2.375952553330806	1.3659124454450713
BS-007-RAN-02-M3	1	-2.1225549463640183	-2.547057739834775
KT-004-SOC-16-M1	2	0.8885586972822219	1.2371767243337737
BS-135-RAN-IC-M3	2	2.6532200093854934	1.6975426753950225
JV-070-DAV-07-M3	2	1.912191223679927	0.7403017362547026
JV-036-SOC-10-M2	2	2.5463598485578567	1.3496706565809355
BS-126-RAT-05-M2	2	1.7686165090192825	0.5445576986265288
JV-070-DAV-04-M1	2	2.830990624009517	1.6125181397390471
BS-356-RAN-03-M4	1	-2.210083175123784	-1.1321967760133638
BS-391-RAN-06-M2	2	0.6668961759199172	0.982682593722354
JV-061-MIN-03-M5	2	0.2586253400434524	0.2849272569608794
JV-070-MIN-01-M1	1	-2.615161586226079	-1.2364996591615571
KT-004-SOC-14-M1	2	1.34562761741772	0.10646594371319873
JV-089-SOC-04-M1	1	-1.525043654860112	-0.5564809957551851
