"sample_name","group","PLSDA1","PLSDA2"
"JV-015-RAN-IC-M2","ctrl",-5.30757283491893,0.115109992617194
"BS-007-RAN-01-M3","ctrl",-5.61463993283076,-0.456475777174369
"BS-007-RAN-02-M3","ctrl",-4.93993539011525,2.66093198494005
"KT-004-SOC-16-M1","ctrl",-4.3188675910389,-0.89040060367158
"BS-135-RAN-IC-M3","ctrl",-5.68798182272848,1.2763552521767
"JV-070-DAV-07-M3","ctrl",-4.92233635809346,0.448498604911753
"BS-129-RAT-10-M5","ctrl",-3.73758796642163,0.702430685698597
"JV-036-SOC-10-M2","ctrl",-5.51125690991854,-0.178757515434165
"BS-126-RAT-05-M2","ctrl",-5.82955049280332,0.391308602657242
"JV-017-RAN-10-M3","ctrl",-2.83191804374599,2.07978868788083
"JV-070-DAV-04-M1","ctrl",-5.96741265655624,-1.80060827738505
"BS-356-RAN-03-M4","ctrl",-5.82795252238724,1.22580405366437
"JV-090-MIN-IC-M4","ctrl",-3.54958009777392,1.59937808449224
"BS-391-RAN-06-M2","ctrl",-5.31037899214595,0.415285604157184
"JV-061-MIN-03-M5","ctrl",-5.91684956009315,-0.875601885491185
"JV-070-MIN-01-M1","ctrl",-5.20483440696053,0.639728435749475
"KT-004-SOC-14-M1","ctrl",-6.79773397434855,0.270497995780421
"JV-089-SOC-04-M1","ctrl",-6.02043732612778,-1.17167106520779
"BS-472-RAT-01-M1","ctrl",-5.00232191793084,0.839631805756483
"BS-172-RAT-10-M3","ctrl",-4.45816238533328,1.79677112351201
"BS-082D03","exp",12.1683074884654,6.58764221469432
"BS-364D03","exp",8.88956950514853,-1.21729501745299
"KT-313D03","exp",12.7812049602485,2.88878295968185
"KT-412D03","exp",9.2563355057678,-1.77665495691244
"KT-445D03","exp",8.75572087103372,-0.955108106535679
"KT-537D03","exp",13.642233408879,5.4663035803209
"KT-538D03","exp",10.3689865054443,-2.29701116293364
"KT-539D03","exp",9.79846751321915,-2.53448151685515
"KT-663D03","exp",1.97246207895195,-7.80366075475565
"KT-695D03","exp",7.97660023530838,-3.26452840410167
"KT-723D03","exp",7.14742310980601,-4.18199462478028
