sample_name	group	tsne1	tsne2
BS-082D0	2	-2.450315392201618	-15.918784024429867
BS-364D0	1	-16.132888291585157	10.949445823019815
KT-313D0	2	15.8240083890039	-5.660094530278112
KT-412D0	1	-18.919806764563702	80.8487517072799
KT-445D0	1	18.9152380397748	31.646670511497028
KT-537D0	1	10.38523005674868	62.10915446565963
KT-538D0	1	-17.167801126091682	40.52493834334487
KT-539D0	1	74.12474525398258	45.2965046818665
KT-663D0	1	-35.66255284294466	41.29438685801757
KT-695D0	1	-4.227992763410833	68.71258784990579
KT-723D0	1	1.2226215854944753	45.692162693863786
KT-193D0	2	-25.894833175209637	-53.02129654286777
KT-247D0	2	12.875572199663438	-44.11176186056294
KT-312D0	2	26.823939126199676	-29.52967475499737
KT-347D0	1	28.055789986781214	71.93499292184367
KT-417D0	2	-2.4322607934942284	-30.70266904980236
KT-522D0	2	-8.12005538914968	-95.54866789088636
KT-525D0	2	-17.551327334071555	-74.01367165799007
KT-565D0	2	-28.06572721961681	-95.56916373767572
KT-705D0	2	-11.6015835453092	-54.93381180680795
