sample_name	group	tsne1	tsne2
JV-015-RAN-IC-M2	3	-34.50017200160304	36.70849027865017
BS-007-RAN-01-M3	1	-7.999636595602586	28.646204955542228
BS-007-RAN-02-M3	3	-36.195514719248834	26.680282185538925
KT-004-SOC-16-M1	1	-5.188080732075671	33.14466176615346
BS-135-RAN-IC-M3	3	-37.506535343213315	32.012928210125835
JV-070-DAV-07-M3	3	-33.03964801675347	27.38564879727561
BS-129-RAT-10-M5	3	-28.35746328931303	34.88861737668702
JV-036-SOC-10-M2	1	-5.149265442835816	28.101081496558994
BS-126-RAT-05-M2	3	-39.755791047347344	42.85793240775537
JV-017-RAN-10-M3	3	-32.28544258522757	33.39108685893445
JV-070-DAV-04-M1	3	-43.22052924011807	44.43452550765537
BS-356-RAN-03-M4	3	-24.446105458020828	46.13428251036671
JV-090-MIN-IC-M4	1	-16.88756566467903	22.574577263303883
BS-391-RAN-06-M2	1	-11.52396783740995	22.512797341276602
JV-061-MIN-03-M5	3	-40.46476358240405	48.1381984602831
JV-070-MIN-01-M1	1	-1.1634303036630909	29.18760052563786
KT-004-SOC-14-M1	3	-27.21687861997434	45.25909692752927
JV-089-SOC-04-M1	3	-37.172028549959414	40.15448405486141
BS-472-RAT-01-M1	1	-12.02508150812055	25.26192449699788
BS-172-RAT-10-M3	3	-40.340998753687494	32.076279041655795
BS-082D0	2	28.37480672417631	-28.702924067599334
BS-364D0	2	43.43136552798467	-23.080958028532734
KT-313D0	2	45.5702295369029	-29.425288655305945
KT-412D0	2	25.979169720400886	-20.050904158742867
KT-445D0	2	20.67370757007934	-20.609428618324785
KT-537D0	2	24.290279820956012	-24.177119621303067
KT-538D0	2	32.2310439878481	-21.644125472673128
KT-539D0	2	32.72664618801693	-28.64947252094489
KT-663D0	2	34.093377978743916	-18.52742882531979
KT-695D0	2	28.156979024514992	-24.954233030969807
KT-723D0	2	44.79360247365213	-26.554319133793374
KT-193D0	2	17.99444599538086	-47.67918636232627
KT-247D0	2	16.4142545094923	-52.11528716110955
KT-312D0	2	20.308834601726705	-51.308522553196354
KT-347D0	2	22.584847495018604	-27.396591363866893
KT-417D0	2	11.063685159128918	-48.71175905203472
KT-522D0	2	13.903160447993304	-57.22048830912975
KT-525D0	2	17.50233729505556	-43.426469174322975
KT-565D0	2	19.24574185197639	-37.91339484396049
KT-705D0	2	15.100383382208642	-47.40279950933336
