sample_name	group	tsne1	tsne2
BS-064D0	3	-41.3494888511283	29.37830229139074
BS-035D0	3	-63.64428253763749	24.71464683129001
JV-048D0	1	4.964388823590761	-4.397027580991943
KT-515D0	1	18.380338699852135	-2.1189988690441144
KT-926D0	2	37.90963760931049	-15.174042560532076
JV-148D0	2	47.19397544192988	-38.88066958429104
JV-157D0	3	-16.82810796460624	26.234226368166652
KT-193D0	3	-22.545337959149844	25.84662284324516
KT-247D0	3	-54.877365981660766	15.81390422618937
KT-310D0	3	-21.382311584933117	5.308601496106281
KT-347D0	3	-54.648539206971094	28.03790292030204
KT-352D0	3	-53.72482897326858	32.42226208200544
KT-417D0	1	8.19572539396838	-15.553605172567618
KT-434D0	1	13.588354595402047	-13.042699632537973
KT-522D0	3	-51.67472551573568	14.39312281962453
KT-525D0	3	-44.66261888154427	11.435728690059072
KT-565D0	3	-34.8778037801476	26.27555027676878
KT-612D0	1	20.818026364746043	-32.23931508724772
KT-705D0	2	35.67511089299668	-31.143515150910094
KT-718D0	2	44.0097378067156	-27.86396641203356
BS-082D0	2	41.8653362594637	-34.245291256778806
BS-336D0	1	0.7603056458624587	-21.227858522279668
BS-346D0	2	50.84144603584717	-29.1081832688203
BS-351D0	1	28.193769233832256	-31.680222347294432
BS-364D0	2	46.66645014121331	-16.75707349887579
BS-377D0	3	-20.262625037778665	17.19102063234598
JV-138D0	1	-0.1125833533968936	-2.1466110461071506
KT-313D0	1	-4.199768973736427	0.346390818333913
KT-412D0	1	8.37068950949325	10.695977345125224
KT-445D0	1	0.30969573704976616	-15.86133405028905
KT-537D0	3	-32.58309245439444	14.315301779177206
KT-538D0	1	17.57158198396948	-11.396011808857606
KT-539D0	2	256.0445871898519	-36.383699493945954
KT-663D0	1	17.997394372571737	-27.407153436181673
KT-695D0	2	45.305891191703395	-22.902812729447067
KT-716D0	2	50.40422985752136	-24.965031695582137
KT-723D0	3	-27.552698892437938	11.725158234260459
KT-771D0	3	-16.28822073023629	13.28551568971041
KT-805D0	1	3.6896390764614515	-19.790757345214306
KT-880D0	2	48.62252021601952	-13.99826379740147
KT-974D0	2	40.47070427255017	-29.888923804045238
BS-671D0	3	-60.42298991528619	28.827853745894373
JV-015-RAN-IC-M2	3	-40.55664628770665	15.771455991983718
BS-007-RAN-01-M3	3	-44.78512399819241	29.31354644999171
BS-007-RAN-02-M3	3	18.34749662588975	55.995847899398974
KT-004-SOC-16-M1	3	-36.96685359572913	45.13645860411118
BS-135-RAN-IC-M3	3	-48.62479586773862	24.862523469589924
JV-070-DAV-07-M3	3	-36.04346620754489	14.95319714682958
JV-036-SOC-10-M2	3	-45.83851290769333	19.338597929437885
BS-126-RAT-05-M2	3	-31.029301511367507	7.689045203012306
JV-070-DAV-04-M1	3	-52.81505992223754	24.889692369795846
BS-356-RAN-03-M4	1	24.15539174339702	-33.42406117680568
BS-391-RAN-06-M2	1	18.60289675163479	13.670709475060452
JV-061-MIN-03-M5	1	-4.052500160283551	12.45058569072598
JV-070-MIN-01-M1	2	40.550980526937884	-38.55152096008034
KT-004-SOC-14-M1	3	-24.71144444468504	14.638482279745945
JV-089-SOC-04-M1	1	-2.445206502553975	-24.809581311516375
