sample_name	group	tsne1	tsne2
BS-082D0	3	-142.3806811661732	-20.125421252742594
BS-364D0	3	-142.59781696851738	-63.9043774098508
KT-193D0	2	37.06887116710424	53.70326806368619
KT-247D0	1	71.7466276434694	-73.13988279588092
KT-313D0	1	1.0157930182833281	-24.430608715125167
KT-347D0	1	110.24363759505329	-28.837605283875185
KT-412D0	2	116.35169323356604	89.30894802254086
KT-417D0	1	27.259729206065423	-34.32521598185019
KT-445D0	1	-1.4981316207139488	-47.25163413499562
KT-522D0	1	55.844258852047275	-73.1510964714814
KT-525D0	1	18.982097175266805	-96.43275927285467
KT-537D0	1	1.890721070468948	-0.08503034487989045
KT-538D0	3	-21.924488764211958	35.679419675622235
KT-539D0	3	-98.4142894926447	-63.517556086462434
KT-565D0	2	22.104708348115203	50.13907571538591
KT-663D0	3	-45.256499151910106	56.42674920633608
KT-695D0	3	-129.61708638982805	-54.360338837862095
KT-705D0	3	-131.15543692070946	2.44885824698497
KT-723D0	3	-36.831458971884786	-32.91586041700155
JV-015-RAN-IC-M2	1	24.557529771974345	1.303805032699985
BS-007-RAN-01-M3	1	92.27366647874284	6.65653694161981
BS-007-RAN-02-M3	2	1.230074306249921	143.22634132765538
KT-004-SOC-16-M1	2	20.954073945365817	100.20997200195225
BS-135-RAN-IC-M3	1	109.73316266233516	-0.12575955725310928
JV-070-DAV-07-M3	3	-12.576839704526973	3.618140673297438
JV-036-SOC-10-M2	1	68.43485896984423	-2.8533414548962273
BS-126-RAT-05-M2	1	160.00076056275108	-31.928146907060476
JV-070-DAV-04-M1	1	96.77878094579597	-17.56846168594667
BS-356-RAN-03-M4	3	-100.84658834074914	27.15817467409714
BS-391-RAN-06-M2	2	131.2247584898015	92.84232875283054
JV-061-MIN-03-M5	3	-48.510438571979954	-2.7374353861707688
JV-070-MIN-01-M1	3	-151.49202373549383	-6.7261567407548055
KT-004-SOC-14-M1	3	-29.945614176790865	-15.223306758551681
JV-089-SOC-04-M1	3	-74.64840946616657	26.918377160787465
