sample_name	group	UMAP-1	UMAP-2
BS-082D0	1	-1.6898591658648314	-1.508296823649503
BS-364D0	1	-2.049348129945642	-1.2515049935866367
KT-193D0	2	1.4059188225690065	-0.660297966151334
KT-247D0	2	0.23117135552799084	1.976043426842593
KT-313D0	1	0.42024110345279553	-1.1111677648116123
KT-347D0	2	-0.07714773626888416	2.29845180496683
KT-412D0	2	1.6501376488629518	-0.058734870104886205
KT-417D0	1	-0.3808529517229857	-1.650457239298917
KT-445D0	1	-0.22195555182064197	-1.2575813294936191
KT-522D0	2	0.036549315733068966	1.732497506254517
KT-525D0	2	0.09087060479556897	1.4624094603966702
KT-537D0	2	0.47335885552799084	0.18638172134866604
KT-538D0	1	0.049018607420080684	-1.6567681790877353
KT-539D0	1	-2.0343516013201537	-0.6521118642378818
KT-565D0	2	1.2630832055035768	-0.383329963831998
KT-663D0	1	-0.8161432883318724	-1.5177398683119785
KT-695D0	1	-1.8574893614825072	-1.0566433431197177
KT-705D0	1	-1.3216292998369994	-1.4223624230910312
KT-723D0	2	1.296106086057776	0.8634310601662625
JV-015-RAN-IC-M2	2	0.6287848809186158	1.0069498656701077
BS-007-RAN-01-M3	2	1.0093686440411744	1.4251412092160214
BS-007-RAN-02-M3	1	-1.8889606139239135	-0.37787423148641697
KT-004-SOC-16-M1	2	0.18386052636539318	0.66857697948923
BS-135-RAN-IC-M3	2	0.6486718514386354	1.9886989532422055
JV-070-DAV-07-M3	2	0.7179181435528932	0.4797395704697598
JV-036-SOC-10-M2	2	0.6008622506085572	1.484971010537051
BS-126-RAT-05-M2	2	1.2945344307843385	0.4919036863755215
JV-070-DAV-04-M1	2	0.037075743955725216	2.154137158245944
BS-356-RAN-03-M4	1	-1.0258209845598998	-1.2468610765028965
BS-391-RAN-06-M2	2	1.2181155541363893	0.038939738125704615
JV-061-MIN-03-M5	2	0.7722575524274049	-0.6012416841078769
JV-070-MIN-01-M1	1	-1.1927235266741576	-0.9236544133711826
KT-004-SOC-14-M1	2	0.7443473198834596	-0.13928017631063572
JV-089-SOC-04-M1	1	-0.21597029181087635	-0.7823649407912265
