sample_name	group	tsne1	tsne2
KT-193D0	2	-3.054112606434077	44.61789992981363
KT-247D0	2	-21.76107876991377	60.9437878208245
KT-347D0	2	-35.10035943121031	56.03117105695008
KT-417D0	1	-1.0036347811842787	-23.462566696909537
KT-522D0	2	-27.550062078831857	69.13118243959316
KT-525D0	2	-19.53817455079732	82.02554951341268
KT-565D0	2	0.8696982060648502	35.32180117619401
KT-705D0	1	20.744196801105343	-57.02480431389479
BS-082D0	1	23.401409223618717	-66.93384992819638
BS-364D0	1	14.543311898583372	-81.20613814275204
KT-313D0	2	-3.5085013978474207	10.162854175321701
KT-412D0	2	14.409913586964135	35.432137466798196
KT-445D0	1	-2.033033042544873	-8.56589516074075
KT-537D0	2	-11.0795643677921	25.078542698647748
KT-538D0	1	9.634112824078796	-9.157105925277882
KT-539D0	1	22.04433266853963	-95.90371216325535
KT-663D0	1	12.285518431184	-27.268689826380516
KT-695D0	1	25.35319906715781	-81.58062025485948
KT-723D0	2	-18.65717168074066	32.35845613471111
